Sample	Polarity	Peak ID	Lipid name	RT (min)	Precursor m/z	Height	Area	Adduct	Formula	Ontology	InChIKey	Annotation tag	m/z matched	MS/MS matched	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N
VZ0000099_PL_Pos	POS	10270	TAG 50:5; TAG 14:1-18:2-18:2; [M+NH4]+	15.732	842.72260	14834207	98001204	[M+NH4]+	C53H92O6	TAG	UOLVCJQWHMRAFB-LMYKVZMBNA-N	430	True	True	0.234	0.292	0.896	2.00	0.50	1.317	140.87
VZ0000099_PL_Pos	POS	10275	TAG 56:9; TAG 18:2-18:3-20:4; [M+Na]+	15.732	923.70984	969542	9984572	[M+Na]+	C59H96O6	TAG	KCFQKWCMEIVVER-VKVJOKLGNA-N	430	True	True	0.816	0.917	0.932	4.00	1.00	1.913	72.35
VZ0000099_PL_Pos	POS	10284	TAG 58:9; TAG 18:2-20:3-20:4; [M+NH4]+	15.742	946.78595	4817345	27813833	[M+NH4]+	C61H100O6	TAG	DMDCWLNCHQGYKQ-MUTJSHERNA-N	430	True	True	0.367	0.515	0.943	3.00	0.60	1.479	235.72
VZ0000099_PL_Pos	POS	10315	TAG 56:9; TAG 16:1-18:2-22:6; [M+NH4]+	15.776	918.75427	17362151	186182805	[M+NH4]+	C59H96O6	TAG	WFYHJYHILQFBRC-JBUVGVCENA-N	430	True	True	0.381	0.535	0.908	3.00	0.60	1.471	2051.67
VZ0000099_PL_Pos	POS	10331	TAG 54:6; TAG 18:1-18:2-18:3; [M+NH4]+	15.809	896.76495	8799904	57060227	[M+NH4]+	C57H98O6	TAG	PXFPBVBCKXAEFP-QZOFRBEONA-N	430	True	True	0.469	0.587	0.939	4.00	0.80	1.618	397.61
VZ0000099_PL_Pos	POS	10335	TAG 54:7; TAG 18:2-18:2-18:3; [M+Na]+	15.820	899.70959	1664913	7796739	[M+Na]+	C57H96O6	TAG	AGCXWXCIGWPQGW-FBIPNAFWNA-N	430	True	True	0.848	0.914	0.947	3.00	1.00	1.926	36.37
VZ0000099_PL_Pos	POS	10366	TAG 58:10; TAG 18:2-18:2-22:6; [M+NH4]+	15.852	944.77039	28698004	179455630	[M+NH4]+	C61H98O6	TAG	HIFJUYSQDGCSIO-HEDNGCHZNA-N	430	True	True	0.146	0.205	0.896	2.00	0.50	1.280	1261.40
VZ0000099_PL_Pos	POS	10383	TAG 49:4; TAG 15:1-16:1-18:2; [M+NH4]+	15.865	830.72363	1754392	18083586	[M+NH4]+	C52H92O6	TAG	QQATXEVUDLLGLH-YEVDCTFONA-N	430	True	True	0.453	0.563	0.970	5.00	1.00	1.776	65.72
VZ0000099_PL_Pos	POS	10395	TAG 52:6; TAG 16:0-18:2-18:4; [M+NH4]+	15.874	868.73828	29735465	242251359	[M+NH4]+	C55H94O6	TAG	WXEJGOINRQAOEB-JFOXWQMCNA-N	430	True	True	0.354	0.485	0.949	4.00	0.80	1.600	777.68
VZ0000099_PL_Pos	POS	10402	TAG 42:0; TAG 12:0-14:0-16:0; [M+NH4]+	15.904	740.67664	1974785	11603831	[M+NH4]+	C45H86O6	TAG	PGZSAELMQZLYOA-UHFFFAOYNA-N	430	True	True	0.635	0.745	0.923	3.00	0.60	1.577	115.57
VZ0000099_PL_Pos	POS	10405	TAG 44:1; TAG 12:0-14:0-18:1; [M+NH4]+	15.904	766.69189	9692123	49804714	[M+NH4]+	C47H88O6	TAG	ALGMTANOGYTBDE-VZCXRCSSNA-N	430	True	True	0.594	0.721	0.948	3.00	0.60	1.574	334.35
VZ0000099_PL_Pos	POS	10412	TAG 51:5; TAG 15:0-18:2-18:3; [M+NH4]+	15.917	856.73853	3831698	37834336	[M+NH4]+	C54H94O6	TAG	WSSCFZXZCYQEMS-IXXGKOKVNA-N	430	True	True	0.473	0.612	0.951	4.00	0.80	1.654	50.06
VZ0000099_PL_Pos	POS	10416	TAG 46:2; TAG 14:1-16:0-16:1; [M+NH4]+	15.927	792.70752	23093610	128421078	[M+NH4]+	C49H90O6	TAG	BBLKMLHWBNFFJE-YIFMJORUNA-N	430	True	True	0.303	0.357	0.915	3.00	0.60	1.419	1666.59
VZ0000099_PL_Pos	POS	10434	TAG 48:3; TAG 14:1-16:1-18:1; [M+NH4]+	15.948	818.72308	67980615	376281275	[M+NH4]+	C51H92O6	TAG	OOYLUKXGXKESLP-AWXSRFPGNA-N	430	True	True	0.287	0.344	0.911	3.00	0.60	1.411	67980620.00
VZ0000099_PL_Pos	POS	10437	TAG 48:3; TAG 14:0-16:1-18:2; [M+Na]+	15.948	823.67889	3056185	15095631	[M+Na]+	C51H92O6	TAG	GNSSLMOBGUWUHC-BBYZJILNNA-N	430	True	True	0.799	0.895	0.922	4.00	1.00	1.901	148.02
VZ0000099_PL_Pos	POS	10456	TAG 54:7; TAG 16:1-18:2-20:4; [M+Na]+	15.959	899.70984	2228851	14130771	[M+Na]+	C57H96O6	TAG	LHOLWTONVPEBPC-KNDCSRANNA-N	430	True	True	0.830	0.922	0.939	4.00	1.00	1.920	48.68
VZ0000099_PL_Pos	POS	10462	TAG 54:7; TAG 16:0-18:2-20:5; [M+NH4]+	15.970	894.75415	48508726	333643209	[M+NH4]+	C57H96O6	TAG	FCONRUOZUBBRAN-IQIFYHNNNA-N	430	True	True	0.399	0.559	0.900	4.00	0.80	1.605	3250.26
VZ0000099_PL_Pos	POS	10465	TAG 56:8; TAG 18:2-18:2-20:4; [M+NH4]+	15.970	920.76996	77496545	487423336	[M+NH4]+	C59H98O6	TAG	SFRYBXSVNJEWEH-OTSYZDSKNA-N	430	True	True	0.193	0.259	0.919	2.00	0.50	1.312	6107.18
VZ0000099_PL_Pos	POS	10469	TAG 56:8; TAG 18:2-18:2-20:4; [M+Na]+	15.970	925.72577	3730823	23059269	[M+Na]+	C59H98O6	TAG	SFRYBXSVNJEWEH-OTSYZDSKNA-N	430	True	True	0.840	0.908	0.940	3.00	1.00	1.920	3663390.00
VZ0000099_PL_Pos	POS	10490	TAG 58:10; TAG 16:0-20:4-22:6; [M+NH4]+	15.981	944.77008	5198816	22308894	[M+NH4]+	C61H98O6	TAG	NHBNAMRVBWRRAL-YBGJOTJXNA-N	430	True	True	0.443	0.653	0.925	3.00	0.60	1.517	234.84
VZ0000099_PL_Pos	POS	10503	TAG 50:4; TAG 16:1-16:1-18:2; [M+Na]+	15.992	849.69366	5283857	35870599	[M+Na]+	C53H94O6	TAG	RHRCBOCRXHUAJG-AQTXVFEXNA-N	430	True	True	0.765	0.886	0.938	3.00	1.00	1.898	329.37
VZ0000099_PL_Pos	POS	10543	TAG 52:5; TAG 16:0-18:2-18:3; [M+Na]+	16.047	875.70935	9671997	90907214	[M+Na]+	C55H96O6	TAG	DWJFHJOYYJJEBL-IXXGKOKVNA-N	430	True	True	0.820	0.904	0.933	4.00	1.00	1.911	933.01
VZ0000099_PL_Pos	POS	10558	TAG 52:5; TAG 16:2-18:1-18:2; [M+NH4]+	16.058	870.75397	230481561	2171714922	[M+NH4]+	C55H96O6	TAG	PSTQHNMESLUYES-NFTBDUGKNA-N	430	True	True	0.273	0.340	0.900	3.00	0.60	1.402	42997.48
VZ0000099_PL_Pos	POS	10563	TAG 53:6; TAG 15:0-18:2-20:4; [M+NH4]+	16.058	882.75391	3460758	29074892	[M+NH4]+	C56H96O6	TAG	VBINZJRPQKTNIM-LZCCRMFPNA-N	430	True	True	0.455	0.614	0.912	5.00	1.00	1.762	145.71
VZ0000099_PL_Pos	POS	10579	TAG 55:7; TAG 17:1-18:2-20:4; [M+NH4]+	16.070	908.76996	3810520	30635170	[M+NH4]+	C58H98O6	TAG	QEVAHDOWWMOIBB-KILFPHNQNA-N	430	True	True	0.421	0.578	0.922	4.00	0.80	1.623	23.83
VZ0000099_PL_Pos	POS	10597	TAG 47:2; TAG 14:0-15:0-18:2; [M+NH4]+	16.080	806.72339	4164170	26321941	[M+NH4]+	C50H92O6	TAG	QRAANUWZVYQKNF-TXMPEXPYNA-N	430	True	True	0.451	0.530	0.944	3.00	0.60	1.500	431.50
VZ0000099_PL_Pos	POS	10599	TAG 54:6; TAG 18:1-18:2-18:3; [M+NH4]+	16.080	896.76990	170875623	993156417	[M+NH4]+	C57H98O6	TAG	PXFPBVBCKXAEFP-QZOFRBEONA-N	430	True	True	0.434	0.539	0.898	3.00	0.60	1.479	6653.86
VZ0000099_PL_Pos	POS	10602	TAG 54:6; TAG 18:2-18:2-18:2; [M+Na]+	16.080	901.72589	6602270	38674098	[M+Na]+	C57H98O6	TAG	YLJZNIRHIYWHQC-CRDRQGJOSA-N	430	True	True	0.868	0.900	0.930	2.00	1.00	1.920	6324667.00
VZ0000099_PL_Pos	POS	10606	TAG 56:8; TAG 16:1-18:2-22:5; [M+NH4]+	16.080	920.76996	71880593	373469215	[M+NH4]+	C59H98O6	TAG	HIGLZNSRWKWGRK-HTSIALJQNA-N	430	True	True	0.261	0.358	0.921	3.00	0.60	1.413	4306.61
VZ0000099_PL_Pos	POS	10608	TAG 56:8; TAG 16:0-18:2-22:6; [M+Na]+	16.080	925.72607	2873175	15034421	[M+Na]+	C59H98O6	TAG	QVEJXKXYAGMVMA-GPKNQBKENA-N	430	True	True	0.844	0.907	0.938	4.00	1.00	1.920	2873175.00
VZ0000099_PL_Pos	POS	10622	TAG 58:9; TAG 18:1-18:2-22:6; [M+NH4]+	16.102	946.78607	61622301	398691871	[M+NH4]+	C61H100O6	TAG	QKSIFFQPXZXVPR-TXZXGWCXNA-N	430	True	True	0.457	0.633	0.912	4.00	0.80	1.639	3021.13
VZ0000099_PL_Pos	POS	10637	TAG 49:3; TAG 15:0-16:1-18:2; [M+NH4]+	16.113	832.73907	14225518	85582863	[M+NH4]+	C52H94O6	TAG	JSBDCQMRWBCXHP-HFOXUMMFNA-N	430	True	True	0.624	0.752	0.946	3.00	0.60	1.586	991.21
VZ0000099_PL_Pos	POS	10644	TAG 60:10; TAG 18:1-20:4-22:5; [M+NH4]+	16.113	972.80188	8213874	43282301	[M+NH4]+	C63H102O6	TAG	XPRIEXJXLXJFEI-RPVMVMLQNA-N	430	True	True	0.397	0.580	0.909	4.00	0.80	1.613	344.65
VZ0000099_PL_Pos	POS	10669	TAG 51:4; TAG 16:1-17:2-18:1; [M+NH4]+	16.156	858.75391	30647447	198777619	[M+NH4]+	C54H96O6	TAG	SDWROEWYXFCSKZ-MKPLTUFGNA-N	430	True	True	0.160	0.193	0.903	3.00	0.60	1.347	1539.66
VZ0000099_PL_Pos	POS	10687	CE 20:5	16.180	688.60266	3837015	14377237	[M+NH4]+	C47H74O2	CE	XZFUGMCJZFRBKF-BDJFIEMMSA-N	410	True	True	0.640	0.699	0.899	5.00	2.00	2.457	183.13
VZ0000099_PL_Pos	POS	10693	TAG 53:5; TAG 17:1-18:2-18:2; [M+NH4]+	16.180	884.77008	14779209	90977352	[M+NH4]+	C56H98O6	TAG	AURJQWHMZBLBDL-KQFCDIKPNA-N	430	True	True	0.632	0.802	0.912	2.00	0.50	1.519	76.43
VZ0000099_PL_Pos	POS	10706	TAG 55:7; TAG 15:0-18:2-22:5; [M+NH4]+	16.190	908.77020	3300054	15871394	[M+NH4]+	C58H98O6	TAG	HBGACANTWMPJJA-ZKPODOGVNA-N	430	True	True	0.288	0.405	0.920	4.00	0.80	1.557	22.56
VZ0000099_PL_Pos	POS	10717	TAG 54:6; TAG 16:0-18:2-20:4; [M+Na]+	16.200	901.72552	9151045	55088528	[M+Na]+	C57H98O6	TAG	QSPYSPLEBBTWJE-CBFDOWQBNA-N	430	True	True	0.849	0.927	0.941	4.00	1.00	1.927	9056775.00
VZ0000099_PL_Pos	POS	10736	TAG 54:6; TAG 18:1-18:2-18:3; [M+NH4]+	16.211	896.76990	230769502	1449123951	[M+NH4]+	C57H98O6	TAG	PXFPBVBCKXAEFP-QZOFRBEONA-N	430	True	True	0.238	0.331	0.899	3.00	0.60	1.393	9547.13
VZ0000099_PL_Pos	POS	10749	TAG 56:7; TAG 18:1-18:2-20:4; [M+Na]+	16.211	927.74097	10783006	59145463	[M+Na]+	C59H100O6	TAG	SWMNCGDYDOSPOP-WJTOUQSSNA-N	430	True	True	0.825	0.903	0.936	4.00	1.00	1.914	403.87
VZ0000099_PL_Pos	POS	10757	TAG 58:8; TAG 18:1-18:2-22:5; [M+NH4]+	16.211	948.80194	23281435	108799555	[M+NH4]+	C61H102O6	TAG	DHJYKLKHBIOJDA-YDQBNGOGNA-N	430	True	True	0.540	0.719	0.965	5.00	1.00	1.826	1175.46
VZ0000099_PL_Pos	POS	10767	TAG 60:10; TAG 18:1-20:4-22:5; [M+NH4]+	16.211	972.80182	6341700	39638387	[M+NH4]+	C63H102O6	TAG	XPRIEXJXLXJFEI-RPVMVMLQNA-N	430	True	True	0.426	0.596	0.932	5.00	1.00	1.761	351.73
VZ0000099_PL_Pos	POS	10768	TAG 60:8; TAG 18:1-20:3-22:4; [M+NH4]+	16.211	976.83423	3372719	19068475	[M+NH4]+	C63H106O6	TAG	JAMRUMMFYJRPMU-XBUOLERBNA-N	430	True	True	0.278	0.357	0.940	3.00	0.60	1.424	211.35
VZ0000099_PL_Pos	POS	10784	TAG 46:1; TAG 12:0-16:0-18:1; [M+NH4]+	16.222	794.72333	29629127	127912756	[M+NH4]+	C49H92O6	TAG	ZRJSMOKKHFDLDI-VZCXRCSSNA-N	430	True	True	0.651	0.749	0.942	3.00	0.60	1.589	876.82
VZ0000099_PL_Pos	POS	10808	TAG 48:2; TAG 14:0-16:0-18:2; [M+NH4]+	16.244	820.73883	164341280	815777920	[M+NH4]+	C51H94O6	TAG	HUAFGDPJQVZKDZ-TXMPEXPYNA-N	430	True	True	0.598	0.692	0.945	3.00	0.60	1.567	5247.13
VZ0000099_PL_Pos	POS	10833	TAG 50:3; TAG 16:0-16:1-18:2; [M+NH4]+	16.266	846.75397	633574772	3126862709	[M+NH4]+	C53H96O6	TAG	DQDPOOOZAMWWOY-WTGFFXNQNA-N	430	True	True	0.362	0.422	0.907	3.00	0.60	1.441	16021.41
VZ0000099_PL_Pos	POS	10839	TAG 50:3; TAG 16:0-16:1-18:2; [M+Na]+	16.266	851.70959	14541319	72682755	[M+Na]+	C53H96O6	TAG	DQDPOOOZAMWWOY-WTGFFXNQNA-N	430	True	True	0.814	0.895	0.928	4.00	1.00	1.906	1479.63
VZ0000099_PL_Pos	POS	10875	CE 22:6	16.299	714.61823	7079724	32742281	[M+NH4]+	C49H76O2	CE	VOEVEGPMRIYYKC-HNJOWPRISA-N	410	True	True	0.689	0.814	0.901	5.00	2.00	2.493	417.84
VZ0000099_PL_Pos	POS	10895	TAG 52:4; TAG 16:0-18:2-18:2; [M+Na]+	16.310	877.72479	27033245	188466361	[M+Na]+	C55H98O6	TAG	UAWKISGGTGCUMP-HTUQFOBENA-N	430	True	True	0.835	0.898	0.935	3.00	1.00	1.914	5147.82
VZ0000099_PL_Pos	POS	10927	TAG 54:5; TAG 18:1-18:2-18:2; [M+Na]+	16.332	903.74084	11746526	81485071	[M+Na]+	C57H100O6	TAG	POVFMDGBZDJLAN-BHFHHPLZNA-N	430	True	True	0.859	0.923	0.947	3.00	1.00	1.930	257.76
VZ0000099_PL_Pos	POS	10929	TAG 55:6; TAG 17:1-18:1-20:4; [M+NH4]+	16.332	910.78619	8458029	61911773	[M+NH4]+	C58H100O6	TAG	AMHZMIWFTPLBNR-KESFRCGYNA-N	430	True	True	0.425	0.542	0.939	5.00	1.00	1.753	887.88
VZ0000099_PL_Pos	POS	10933	TAG 56:5; TAG 18:1-18:2-20:2; [M+NH4]+	16.332	926.81696	63272710	364016183	[M+NH4]+	C59H104O6	TAG	XOBSYDDZBBHRQA-AJVFMDHANA-N	430	True	True	0.457	0.542	0.910	3.00	0.60	1.489	2279.22
VZ0000099_PL_Pos	POS	10948	TAG 56:7; TAG 16:0-18:1-22:6; [M+NH4]+	16.354	922.78546	91207348	442987759	[M+NH4]+	C59H100O6	TAG	DNTWVXNMAFTXDU-KSLGMIIPNA-N	430	True	True	0.567	0.758	0.897	3.00	0.60	1.553	10550.70
VZ0000099_PL_Pos	POS	10953	TAG 58:8; TAG 18:1-20:3-20:4; [M+NH4]+	16.354	948.80157	45925751	309932056	[M+NH4]+	C61H102O6	TAG	UMIOJAZEJAXFCD-PGFSFBPHNA-N	430	True	True	0.154	0.201	0.935	3.00	0.60	1.362	4537.24
VZ0000099_PL_Pos	POS	10958	TAG 60:9; TAG 18:0-20:4-22:5; [M+NH4]+	16.354	974.81726	5167944	53986960	[M+NH4]+	C63H104O6	TAG	VDTUMEBCKWSEJW-OOPUMZAJNA-N	430	True	True	0.384	0.564	0.923	3.00	0.60	1.484	397.56
VZ0000099_PL_Pos	POS	10974	TAG 47:1; TAG 14:0-15:0-18:1; [M+NH4]+	16.376	808.73889	6317813	34590757	[M+NH4]+	C50H94O6	TAG	ZRADZZUWHHIFJP-QOCHGBHMNA-N	430	True	True	0.607	0.703	0.946	3.00	0.60	1.572	121.51
VZ0000099_PL_Pos	POS	11003	TAG 49:2; TAG 15:0-16:1-18:1; [M+NH4]+	16.398	834.75439	42315915	222515055	[M+NH4]+	C52H96O6	TAG	ZUCOGYDNXQBIGI-ZUPZETNFNA-N	430	True	True	0.291	0.333	0.901	3.00	0.60	1.405	353.90
VZ0000099_PL_Pos	POS	11034	TAG 51:3; TAG 16:1-17:1-18:1; [M+NH4]+	16.419	860.76953	130843933	610358125	[M+NH4]+	C54H98O6	TAG	LWTDEAHEBKFIOR-DOKDQNAQNA-N	430	True	True	0.246	0.288	0.929	3.00	0.60	1.397	16335.82
VZ0000099_PL_Pos	POS	11038	TAG 51:3; TAG 15:0-18:1-18:2; [M+Na]+	16.419	865.72522	5261997	24674346	[M+Na]+	C54H98O6	TAG	CYSYJKJDVJLYTD-KDHVXLOFNA-N	430	True	True	0.808	0.892	0.929	4.00	1.00	1.905	556.99
VZ0000099_PL_Pos	POS	11054	TAG 53:4; TAG 17:1-18:1-18:2; [M+NH4]+	16.430	886.78552	58180284	335542940	[M+NH4]+	C56H100O6	TAG	QRDLWPASSJSSME-XMOCMKDKNA-N	430	True	True	0.702	0.854	0.948	3.00	0.60	1.625	1433.34
VZ0000099_PL_Pos	POS	11078	TAG 58:7; TAG 18:0-18:2-22:5; [M+NH4]+	16.452	950.81750	36809967	235284503	[M+NH4]+	C61H104O6	TAG	MXXYIXSMSNWPBV-IBAAARMINA-N	430	True	True	0.371	0.502	0.909	3.00	0.60	1.462	23878730.00
VZ0000099_PL_Pos	POS	11094	TAG 55:5; TAG 18:1-18:2-19:2; [M+NH4]+	16.463	912.80157	5721219	35966511	[M+NH4]+	C58H102O6	TAG	SXGUOYDTPHMXAE-NZUUVUFRNA-N	430	True	True	0.503	0.592	0.948	5.00	1.00	1.784	229.23
VZ0000099_PL_Pos	POS	11097	TAG 56:6; TAG 16:0-18:1-22:5; [M+NH4]+	16.463	924.80103	334587423	2217488376	[M+NH4]+	C59H102O6	TAG	LXKOOMKDVRTCPD-BZAHDIOMNA-N	430	True	True	0.218	0.273	0.919	3.00	0.60	1.384	42656.49
VZ0000099_PL_Pos	POS	11102	TAG 56:6; TAG 18:1-18:1-20:4; [M+Na]+	16.463	929.75641	18583398	99895238	[M+Na]+	C59H102O6	TAG	SSSYEBQOMVLJEC-FYUZBIDINA-N	430	True	True	0.849	0.915	0.935	3.00	1.00	1.921	821.05
VZ0000099_PL_Pos	POS	11136	CE 20:4	16.474	690.61847	90125005	354152098	[M+NH4]+	C47H76O2	CE	IMXSFYNMSOULQS-BEDFLICRSA-N	410	True	True	0.682	0.823	0.903	5.00	2.00	2.495	3886.53
VZ0000099_PL_Pos	POS	11147	TAG 54:5; TAG 18:1-18:1-18:3; [M+NH4]+	16.474	898.78552	286130563	1368825549	[M+NH4]+	C57H100O6	TAG	UJDONMWTIRBOTM-VORWTQTRNA-N	430	True	True	0.111	0.149	0.917	2.00	0.50	1.270	50629.41
VZ0000099_PL_Pos	POS	11149	TAG 54:5; TAG 16:0-18:1-20:4; [M+Na]+	16.474	903.74097	15831466	68821085	[M+Na]+	C57H100O6	TAG	WKSLEDJKCJNITP-DEOATQBANA-N	430	True	True	0.863	0.931	0.947	4.00	1.00	1.933	378.40
VZ0000099_PL_Pos	POS	11220	TAG 50:2; TAG 16:0-16:1-18:1; [M+Na]+	16.519	853.72485	11778811	58406757	[M+Na]+	C53H98O6	TAG	URPCLMPOIWCNBL-QSZZZDORNA-N	430	True	True	0.813	0.899	0.934	4.00	1.00	1.909	721.00
VZ0000099_PL_Pos	POS	11237	TAG 48:1; TAG 14:0-16:0-18:1; [M+NH4]+	16.530	822.75439	101994089	438468585	[M+NH4]+	C51H96O6	TAG	UPTISBGEYYYCRS-QOCHGBHMNA-N	430	True	True	0.767	0.886	0.940	3.00	0.60	1.642	3566.89
VZ0000099_PL_Pos	POS	11243	TAG 50:2; TAG 16:0-16:1-18:1; [M+NH4]+	16.530	848.76965	743447264	3743427072	[M+NH4]+	C53H98O6	TAG	URPCLMPOIWCNBL-QSZZZDORNA-N	430	True	True	0.764	0.884	0.949	4.00	0.80	1.773	120994.40
VZ0000099_PL_Pos	POS	11281	TAG 50:0; TAG 16:0-16:0-18:0; [M+Na]+	16.563	857.75739	4693322	22865602	[M+Na]+	C53H102O6	TAG	DQKMNCLZNGAXNX-UHFFFAOYNA-N	430	True	True	0.538	0.780	0.929	3.00	1.00	1.824	587.90
VZ0000099_PL_Pos	POS	11319	TAG 52:3; TAG 16:0-18:1-18:2; [M+Na]+	16.585	879.74078	24169097	182168713	[M+Na]+	C55H100O6	TAG	PFTMZNUFSPJEJR-KDHVXLOFNA-N	430	True	True	0.829	0.900	0.935	4.00	1.00	1.913	1017.93
VZ0000099_PL_Pos	POS	11332	TAG 56:4; TAG 18:1-18:1-20:2; [M+NH4]+	16.599	928.83270	67923036	398433670	[M+NH4]+	C59H106O6	TAG	YYLWOHSMTQQTBX-UYTRXKGHNA-N	430	True	True	0.426	0.523	0.919	2.00	0.50	1.418	6866.04
VZ0000099_PL_Pos	POS	11345	TAG 54:4; TAG 18:1-18:1-18:2; [M+Na]+	16.618	905.75665	15657195	92562689	[M+Na]+	C57H102O6	TAG	XIKRLPVGWJXBJH-QFACYJBGNA-N	430	True	True	0.841	0.904	0.935	3.00	1.00	1.917	1537.40
VZ0000099_PL_Pos	POS	11431	CE 18:2	16.673	666.61835	161175704	703768324	[M+NH4]+	C45H76O2	CE	NAACPBBQTFFYQB-LJAITQKLSA-N	410	True	True	0.598	0.620	0.901	5.00	2.00	2.432	4096.33
VZ0000099_PL_Pos	POS	11445	TAG 49:1; TAG 15:0-16:0-18:1; [M+NH4]+	16.673	836.76947	26566002	152562790	[M+NH4]+	C52H98O6	TAG	KWXJMBTWCDOOOM-QOCHGBHMNA-N	430	True	True	0.778	0.889	0.946	3.00	0.60	1.647	2505.29
VZ0000099_PL_Pos	POS	11474	TAG 51:2; TAG 16:0-17:1-18:1; [M+NH4]+	16.684	862.78491	118548867	615752770	[M+NH4]+	C54H100O6	TAG	WHWWSPAFLPLISL-LIZOOBNRNA-N	430	True	True	0.662	0.766	0.928	3.00	0.60	1.588	3194.81
VZ0000099_PL_Pos	POS	11477	TAG 51:2; TAG 15:0-18:1-18:1; [M+Na]+	16.684	867.74054	5698477	29399560	[M+Na]+	C54H100O6	TAG	LUGDNKTVMCHPQX-IKJQKJQYNA-N	430	True	True	0.833	0.897	0.930	3.00	1.00	1.911	107.96
VZ0000099_PL_Pos	POS	11489	TAG 53:3; TAG 17:0-18:1-18:2; [M+NH4]+	16.695	888.80103	88652719	545015550	[M+NH4]+	C56H102O6	TAG	JCUUGUUICZELJG-KDHVXLOFNA-N	430	True	True	0.677	0.812	0.942	3.00	0.60	1.608	5067.50
VZ0000099_PL_Pos	POS	11496	CE 20:3	16.706	692.63397	8727203	37906708	[M+NH4]+	C47H78O2	CE	MLPRJPSMAFZPLA-BBFGHUFCSA-N	410	True	True	0.683	0.812	0.903	5.00	2.00	2.493	382.64
VZ0000099_PL_Pos	POS	11497	TAG 53:3; TAG 17:0-18:1-18:2; [M+Na]+	16.706	893.75653	4894910	27221238	[M+Na]+	C56H102O6	TAG	JCUUGUUICZELJG-KDHVXLOFNA-N	430	True	True	0.816	0.908	0.927	4.00	1.00	1.909	561.40
VZ0000099_PL_Pos	POS	11517	TAG 55:4; TAG 18:1-18:2-19:1; [M+NH4]+	16.718	914.81714	10444481	65623560	[M+NH4]+	C58H104O6	TAG	MUPLOFIEWBEBDZ-GMWWFSEGNA-N	430	True	True	0.582	0.688	0.953	4.00	0.80	1.695	1995.31
VZ0000099_PL_Pos	POS	11535	TAG 58:6; TAG 18:0-18:1-22:5; [M+NH4]+	16.731	952.83313	26997935	208721451	[M+NH4]+	C61H106O6	TAG	KSVKMWRSSYNZCW-TZCDAHSONA-N	430	True	True	0.466	0.606	0.943	4.00	0.80	1.648	853.26
VZ0000099_PL_Pos	POS	11571	TAG 56:5; TAG 18:0-18:1-20:4; [M+Na]+	16.750	931.77234	8211808	56022507	[M+Na]+	C59H104O6	TAG	YGKXJDDGNQKJPT-VJGSDHLSNA-N	430	True	True	0.868	0.932	0.943	4.00	1.00	1.932	8211808.00
VZ0000099_PL_Pos	POS	11586	TAG 56:5; TAG 18:0-18:1-20:4; [M+NH4]+	16.761	926.81659	206518579	1387274460	[M+NH4]+	C59H104O6	TAG	YGKXJDDGNQKJPT-VJGSDHLSNA-N	430	True	True	0.245	0.333	0.908	3.00	0.60	1.398	8074.96
VZ0000099_PL_Pos	POS	11618	TAG 50:1; TAG 16:0-16:0-18:1; [M+NH4]+	16.816	850.78503	363011851	1774116028	[M+NH4]+	C53H100O6	TAG	ZKEWGTVAIGJNBK-QOCHGBHMNA-N	430	True	True	0.800	0.911	0.912	2.00	0.50	1.578	75382.58
VZ0000099_PL_Pos	POS	11628	TAG 52:2; TAG 16:0-18:1-18:1; [M+NH4]+	16.816	876.80103	2096202992	10525615841	[M+NH4]+	C55H102O6	TAG	NJWLXJXDVKOEOP-IKJQKJQYNA-N	430	True	True	0.779	0.909	0.908	2.00	0.50	1.572	117367.90
VZ0000099_PL_Pos	POS	11640	TAG 52:2; TAG 16:0-18:1-18:1; [M+Na]+	16.816	881.75653	18493785	127512055	[M+Na]+	C55H102O6	TAG	NJWLXJXDVKOEOP-IKJQKJQYNA-N	430	True	True	0.847	0.915	0.945	3.00	1.00	1.925	2031.47
VZ0000099_PL_Pos	POS	11656	TAG 50:1; TAG 16:0-16:0-18:1; [M+Na]+	16.827	855.73938	2589098	15828233	[M+Na]+	C53H100O6	TAG	ZKEWGTVAIGJNBK-QOCHGBHMNA-N	430	True	True	0.861	0.917	0.946	3.00	1.00	1.924	87.76
VZ0000099_PL_Pos	POS	11670	TAG 54:3; TAG 18:1-18:1-18:1; [M+Na]+	16.849	907.77228	10201018	76923160	[M+Na]+	C57H104O6	TAG	JSSROPRCXOAGCW-BUTYCLJRSA-N	430	True	True	0.830	0.890	0.928	2.00	1.00	1.909	172.84
VZ0000099_PL_Pos	POS	11694	TAG 56:4; TAG 18:1-18:2-20:1; [M+NH4]+	16.871	928.83282	41503535	322338723	[M+NH4]+	C59H106O6	TAG	HJTVQGCEWGLLJL-VCFWUCCFNA-N	430	True	True	0.620	0.735	0.933	4.00	0.80	1.704	4516.62
VZ0000099_PL_Pos	POS	11722	TAG 52:3; TAG 16:0-18:1-18:2; [M+NH4]+	16.904	874.78552	5964628	49087973	[M+NH4]+	C55H100O6	TAG	PFTMZNUFSPJEJR-KDHVXLOFNA-N	430	True	True	0.694	0.830	0.948	3.00	0.60	1.618	256.13
