Sample	Polarity	Peak ID	Lipid name	RT (min)	Precursor m/z	Height	Area	Adduct	Formula	Ontology	InChIKey	Annotation tag	m/z matched	MS/MS matched	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N
VZ0000099_PL_Neg	NEG	5946	PC 32:1	6.643	776.54492	10439113	86829986	[M+HCOO]-	C40H78NO8P	PC	QIBZFHLFHCIUOT-ZPHPHTNENA-N	420	True	True	0.885	0.957	0.911	8.00	1.00	1.928	530.75
VZ0000099_PL_Neg	NEG	6064	PC 36:4	6.769	826.56073	113941840	962898128	[M+HCOO]-	C44H80NO8P	PC	JAVWFBAAZSHHAD-KKILVFCFNA-N	420	True	True	0.902	0.973	0.916	8.00	1.00	1.937	11267.34
VZ0000099_PL_Neg	NEG	6075	PE 38:6	6.783	762.50800	1289864	9951340	[M-H]-	C43H74NO8P	PE	MPWUZHVZZKSTPV-LGFBOSHVNA-N	420	True	True	0.860	0.892	0.970	8.00	1.00	1.934	262.53
VZ0000099_PL_Neg	NEG	6108	SM 56:1;O2	6.851	761.58130	465067	3897836	[M+HCOO]-	C40H81N2O6P	SM	OWINTOUFGDGHCP-QOSDPKFLNA-N	420	True	True	0.904	0.961	0.918	2.00	1.00	1.936	69.20
VZ0000099_PL_Neg	NEG	6140	PI 36:2	6.870	861.55011	4629867	32951287	[M-H]-	C45H83O13P	PI	KZVRAFHIKMDULK-MLWYYCKJNA-N	420	True	True	0.864	0.943	0.953	9.00	1.00	1.938	1420.51
VZ0000099_PL_Neg	NEG	6204	SM 50:0;O2|SM 34:0;O2/16:0	6.917	749.58179	4211328	29509661	[M+HCOO]-	C39H81N2O6P	SM	QHZIGNLCLJPLCU-UHFFFAOYNA-N	410	True	True	0.946	0.967	0.936	5.00	2.00	2.596	2690.98
VZ0000099_PL_Neg	NEG	6213	PC 38:5	6.917	852.57642	16190535	166287867	[M+HCOO]-	C46H82NO8P	PC	SWOKEJBWARJLGN-LTLPGSJDNA-N	420	True	True	0.790	0.899	0.924	8.00	1.00	1.900	3275.89
VZ0000099_PL_Neg	NEG	6280	PC O-60:13|PC O-38:7_22:6	6.994	834.56610	332759	2654568	[M+HCOO]-	C46H80NO7P	EtherPC	LSUUYCOJTDXYNX-AQISBKEKNA-N	410	True	True	0.812	0.925	0.891	5.00	2.00	2.538	56.17
VZ0000099_PL_Neg	NEG	6299	PC 34:2	7.041	802.56079	173494930	1657922011	[M+HCOO]-	C42H80NO8P	PC	JLPULHDHAOZNQI-AKMCNLDWNA-N	420	True	True	0.915	0.968	0.926	9.00	1.00	1.942	27096.66
VZ0000099_PL_Neg	NEG	6410	SM 52:1;O2|SM 35:1;O2/17:0	7.186	761.58173	2207301	17007001	[M+HCOO]-	C40H81N2O6P	SM	YMQZQHIESOAPQH-QOSDPKFLNA-N	410	True	True	0.915	0.968	0.919	3.00	2.00	2.583	328.46
VZ0000099_PL_Neg	NEG	6413	PC 38:5	7.186	852.57629	2922359	25339669	[M+HCOO]-	C46H82NO8P	PC	SWOKEJBWARJLGN-LTLPGSJDNA-N	420	True	True	0.897	0.974	0.920	8.00	1.00	1.937	398.57
VZ0000099_PL_Neg	NEG	6450	PC 36:3	7.246	828.57654	36006761	330290599	[M+HCOO]-	C44H82NO8P	PC	GDWULUGDXGHJIJ-RWLIYIGXNA-N	420	True	True	0.907	0.976	0.909	8.00	1.00	1.935	4788.32
VZ0000099_PL_Neg	NEG	6468	PC 40:6	7.256	878.59180	392461	3465792	[M+HCOO]-	C48H84NO8P	PC	DWNZYUCWYBDRIX-WOVKMZFMNA-N	420	True	True	0.773	0.907	0.919	7.00	1.00	1.896	59.86
VZ0000099_PL_Neg	NEG	6545	PC 31:0	7.311	764.54523	432216	3352822	[M+HCOO]-	C39H78NO8P	PC	LLHISNQVRRYJGL-UHFFFAOYNA-N	420	True	True	0.789	0.864	0.909	8.00	1.00	1.886	32.45
VZ0000099_PL_Neg	NEG	6563	PC O-60:12|PC O-38:6_22:6	7.335	836.58148	686495	5337528	[M+HCOO]-	C46H82NO7P	EtherPC	QQQQNYAHSSIZBU-XTQGPSINNA-N	410	True	True	0.784	0.921	0.880	4.00	2.00	2.527	191.03
VZ0000099_PL_Neg	NEG	6601	PI 38:3	7.359	887.56561	2059717	16190867	[M-H]-	C47H85O13P	PI	GGSSNEAFVQRIHU-JTBMWNAQNA-N	420	True	True	0.859	0.943	0.953	9.00	1.00	1.937	360.77
VZ0000099_PL_Neg	NEG	6665	PC 38:5	7.434	852.57623	3444558	24064922	[M+HCOO]-	C46H82NO8P	PC	ZMNDHWFRGYCJKG-AASFMASFNA-N	420	True	True	0.862	0.956	0.920	7.00	1.00	1.926	316.54
VZ0000099_PL_Neg	NEG	6675	PC 37:4	7.451	840.57629	1442264	13284263	[M+HCOO]-	C45H82NO8P	PC	HTEFXTFZCGTMAC-PHEBCRHUNA-N	420	True	True	0.904	0.976	0.919	8.00	1.00	1.939	222.35
VZ0000099_PL_Neg	NEG	6709	PE 38:5	7.476	764.52393	735539	8328460	[M-H]-	C43H76NO8P	PE	ZYMZKMQPPJPQHY-HAGCXRLMNA-N	420	True	True	0.769	0.900	0.721	7.00	1.00	1.809	52.87
VZ0000099_PL_Neg	NEG	6777	SM 62:5;O2	7.514	797.56750	92136	475818	[M+HCOO]-	C43H81N2O6P	SM	BCJOXTGKBHEGMC-HOUHEIFKNA-N	420	True	True	0.508	0.707	0.913	2.00	1.00	1.636	7.31
VZ0000099_PL_Neg	NEG	6789	PC 38:5	7.527	852.57623	3593078	30187628	[M+HCOO]-	C46H82NO8P	PC	ARDJUHDXABDVFH-BPFCGSCHNA-N	420	True	True	0.852	0.942	0.925	8.00	1.00	1.923	450.09
VZ0000099_PL_Neg	NEG	6811	PC O-56:9|PC O-36:5_20:4	7.549	810.56573	7665337	66412156	[M+HCOO]-	C44H80NO7P	EtherPC	VXQMCPDKMGAOGH-LNJNMWSONA-N	410	True	True	0.886	0.973	0.896	5.00	2.00	2.567	942.68
VZ0000099_PL_Neg	NEG	6831	PC 33:1	7.574	790.56024	1757820	17069413	[M+HCOO]-	C41H80NO8P	PC	ZEWLMKXMNQOCOQ-MRCUWXFGNA-N	420	True	True	0.769	0.873	0.911	7.00	1.00	1.885	391.02
VZ0000099_PL_Neg	NEG	6833	PC 36:3	7.574	828.57611	31152122	309625026	[M+HCOO]-	C44H82NO8P	PC	FHYXYDNOQOCPNC-XSMZTDTHNA-N	420	True	True	0.890	0.960	0.909	8.00	1.00	1.928	3769.43
VZ0000099_PL_Neg	NEG	7013	PC O-58:10|PC O-38:6_20:4	7.753	836.58142	1895188	23615592	[M+HCOO]-	C46H82NO7P	EtherPC	BOHZCIJMIPHZKG-OANVIGDONA-N	410	True	True	0.839	0.938	0.894	5.00	2.00	2.549	522.73
VZ0000099_PL_Neg	NEG	7016	PC 37:4	7.753	840.57629	2291336	19369644	[M+HCOO]-	C45H82NO8P	PC	HTEFXTFZCGTMAC-PHEBCRHUNA-N	420	True	True	0.900	0.972	0.918	8.00	1.00	1.937	357.62
VZ0000099_PL_Neg	NEG	7040	PC 35:2	7.761	816.57660	2661721	26515456	[M+HCOO]-	C43H82NO8P	PC	ZSKWZJYUVZYDQU-DYMXKLMANA-N	420	True	True	0.872	0.955	0.911	8.00	1.00	1.924	747.83
VZ0000099_PL_Neg	NEG	7050	PC O-48:2|PC O-32:1_16:1	7.776	762.56586	344206	3093188	[M+HCOO]-	C40H80NO7P	EtherPC	HJVQHTGUAIETCQ-ZPHPHTNENA-N	410	True	True	0.872	0.972	0.878	4.00	2.00	2.556	53.07
VZ0000099_PL_Neg	NEG	7066	PC 38:4	7.784	854.59192	2448903	26731281	[M+HCOO]-	C46H84NO8P	PC	JNKAOGSDBBXHEP-SAUDALOUNA-N	420	True	True	0.891	0.970	0.906	8.00	1.00	1.929	448.72
VZ0000099_PL_Neg	NEG	7081	PC 36:3	7.804	828.57660	3267673	28896608	[M+HCOO]-	C44H82NO8P	PC	FHYXYDNOQOCPNC-XSMZTDTHNA-N	420	True	True	0.866	0.950	0.908	8.00	1.00	1.920	357.66
VZ0000099_PL_Neg	NEG	7143	PC O-52:5|PC O-34:3_18:2	7.899	786.56586	6260738	52797827	[M+HCOO]-	C42H80NO7P	EtherPC	AXCLECQLCBWNLZ-DZELQHPSNA-N	410	True	True	0.892	0.973	0.886	5.00	2.00	2.564	1704.97
VZ0000099_PL_Neg	NEG	7147	PC O-56:8|PC O-36:4_20:4	7.899	812.58160	9008984	76388925	[M+HCOO]-	C44H82NO7P	EtherPC	SOUZQPFUXRVDGK-SHJNOZFHNA-N	410	True	True	0.871	0.975	0.888	4.00	2.00	2.561	749.46
VZ0000099_PL_Neg	NEG	7192	PC 34:2	7.910	802.55432	536900	6392077	[M+HCOO]-	C42H80NO8P	PC	JLPULHDHAOZNQI-AKMCNLDWNA-N	420	True	True	0.563	0.584	0.904	7.00	1.00	1.748	62.28
VZ0000099_PL_Neg	NEG	7269	PI 38:3	7.991	887.56561	388569	3428455	[M-H]-	C47H85O13P	PI	GGSSNEAFVQRIHU-JTBMWNAQNA-N	420	True	True	0.836	0.933	0.947	8.00	1.00	1.927	67.27
VZ0000099_PL_Neg	NEG	7277	PC 38:4	8.024	854.59229	866482	6447663	[M+HCOO]-	C46H84NO8P	PC	JNKAOGSDBBXHEP-SAUDALOUNA-N	420	True	True	0.855	0.946	0.914	8.00	1.00	1.919	48.94
VZ0000099_PL_Neg	NEG	7278	PC 36:3	8.043	828.57343	671675	5504508	[M+HCOO]-	C44H82NO8P	PC	WZCLAXMADUBPSG-XDZFUVEGNA-N	420	True	True	0.539	0.627	0.910	6.00	1.00	1.779	20.22
VZ0000099_PL_Neg	NEG	7309	PC 35:2	8.068	816.57648	4397539	39416587	[M+HCOO]-	C43H82NO8P	PC	ZSKWZJYUVZYDQU-DYMXKLMANA-N	420	True	True	0.899	0.970	0.908	8.00	1.00	1.932	1222.39
VZ0000099_PL_Neg	NEG	7313	PC O-58:9|PC O-38:5_20:4	8.068	838.59717	8397899	78668647	[M+HCOO]-	C46H84NO7P	EtherPC	YPEVVVCDYBKGNI-BXHZXWGDNA-N	410	True	True	0.850	0.960	0.886	4.00	2.00	2.553	2922.86
VZ0000099_PL_Neg	NEG	7396	PC O-54:6|PC O-36:4_18:2	8.114	812.58185	1241876	9761925	[M+HCOO]-	C44H82NO7P	EtherPC	XCCONPVPHCCYNF-ZPPAUJSGNA-N	410	True	True	0.868	0.958	0.885	5.00	2.00	2.555	95.25
VZ0000099_PL_Neg	NEG	7423	PC O-62:11|PC O-40:6_22:5	8.180	864.61267	365304	3388005	[M+HCOO]-	C48H86NO7P	EtherPC	ZCAILPAGIIBRNC-AVKDVOETNA-N	410	True	True	0.714	0.870	0.889	4.00	2.00	2.506	122.01
VZ0000099_PL_Neg	NEG	7462	PC 38:4	8.217	854.59204	2999991	29578766	[M+HCOO]-	C46H84NO8P	PC	HUAVKOMRGUBYMK-LTFXTMEVNA-N	420	True	True	0.888	0.968	0.917	8.00	1.00	1.933	450.86
VZ0000099_PL_Neg	NEG	7477	PC 36:3	8.228	828.57648	1146477	11152191	[M+HCOO]-	C44H82NO8P	PC	FHYXYDNOQOCPNC-XSMZTDTHNA-N	420	True	True	0.874	0.918	0.943	9.00	1.00	1.930	144.64
VZ0000099_PL_Neg	NEG	7491	PC O-52:4|PC O-34:2_18:2	8.239	788.58136	2380139	21919447	[M+HCOO]-	C42H82NO7P	EtherPC	IQACMFWAGALEAQ-DYMXKLMANA-N	410	True	True	0.879	0.975	0.880	4.00	2.00	2.560	360.80
VZ0000099_PL_Neg	NEG	7563	SM 54:1;O2|SM 36:1;O2/18:0	8.257	775.59735	16388422	156048329	[M+HCOO]-	C41H83N2O6P	SM	LKQLRGMMMAHREN-NWBJSICCNA-N	410	True	True	0.914	0.969	0.920	3.00	2.00	2.583	10694.44
VZ0000099_PL_Neg	NEG	7573	PC 40:6	8.257	878.59186	7875920	70494065	[M+HCOO]-	C48H84NO8P	PC	FAUYAENFVCNTAL-UFTZFNJNNA-N	420	True	True	0.874	0.964	0.926	8.00	1.00	1.933	1174.40
VZ0000099_PL_Neg	NEG	7664	PI 36:1	8.352	863.56586	1377596	14963188	[M-H]-	C45H85O13P	PI	YOBFISPJJWPPTK-ZZEZOPTANA-N	420	True	True	0.864	0.944	0.954	9.00	1.00	1.938	603.47
VZ0000099_PL_Neg	NEG	7684	PC 32:0	8.380	778.56079	8642854	79343044	[M+HCOO]-	C40H80NO8P	PC	KILNVBDSWZSGLL-UHFFFAOYNA-N	420	True	True	0.853	0.930	0.865	5.00	1.00	1.895	1377.95
VZ0000099_PL_Neg	NEG	7850	PC O-56:7|PC O-36:4_20:3	8.471	812.58136	805486	8161416	[M+HCOO]-	C44H82NO7P	EtherPC	OVJPGQQWKIPVFP-KUUDARKTNA-N	410	True	True	0.853	0.942	0.889	5.00	2.00	2.551	62.47
VZ0000099_PL_Neg	NEG	7853	PC 40:5	8.471	880.60712	380721	3373923	[M+HCOO]-	C48H86NO8P	PC	BEBUALLVGGPZCK-OZKYNIIMNA-N	420	True	True	0.663	0.818	0.916	8.00	1.00	1.853	61.50
VZ0000099_PL_Neg	NEG	7967	SM 58:2;O2|SM 38:2;O2/20:0	8.597	801.61304	3212376	36180921	[M+HCOO]-	C43H85N2O6P	SM	RIQUZAZTFMJZDT-QCVIXQMPNA-N	410	True	True	0.922	0.969	0.920	3.00	2.00	2.585	838.74
VZ0000099_PL_Neg	NEG	7983	PE O-52:5|PE O-34:3_18:2	8.627	698.51300	728604	7244681	[M-H]-	C39H74NO7P	EtherPE	RIQAKBUOHSSMTC-PNBIJBBKNA-N	410	True	True	0.919	0.918	0.953	3.00	2.00	2.587	295.59
VZ0000099_PL_Neg	NEG	8014	SM 64:5;O2|SM 40:3;O2/24:2	8.652	827.62897	755751	9845415	[M+HCOO]-	C45H87N2O6P	SM	GNMDCUGUXIGHHW-TYRXSUSQNA-N	410	True	True	0.908	0.963	0.920	3.00	2.00	2.581	90.93
VZ0000099_PL_Neg	NEG	8028	PC 34:1	8.663	804.57635	79297166	976940898	[M+HCOO]-	C42H82NO8P	PC	WTJKGGKOPKCXLL-MRCUWXFGNA-N	420	True	True	0.909	0.973	0.910	8.00	1.00	1.935	7732.70
VZ0000099_PL_Neg	NEG	8211	PC O-56:6|PC O-36:3_20:3	8.866	814.59668	538062	6136655	[M+HCOO]-	C44H84NO7P	EtherPC	FBBXBJITXQXKMG-JOIBFBEQNA-N	410	True	True	0.864	0.972	0.883	4.00	2.00	2.557	76.77
VZ0000099_PL_Neg	NEG	8222	PE O-54:6|PE O-36:4_18:2	8.877	724.52887	581796	6331192	[M-H]-	C41H76NO7P	EtherPE	CVFFRLVFXKZVIJ-MAZCIEHSNA-N	410	True	True	0.903	0.913	0.951	3.00	2.00	2.582	202.43
VZ0000099_PL_Neg	NEG	8227	PC 38:4	8.877	854.59204	54440653	548701075	[M+HCOO]-	C46H84NO8P	PC	HAKKEJDMTIQLJH-WKUHSSGJNA-N	420	True	True	0.904	0.978	0.919	8.00	1.00	1.939	12072.70
VZ0000099_PL_Neg	NEG	8260	PE 40:6	8.902	790.53979	629131	5857827	[M-H]-	C45H78NO8P	PE	XYYHNDVKALDFHQ-HSBBONCLNA-N	420	True	True	0.902	0.931	0.970	8.00	1.00	1.950	132.19
VZ0000099_PL_Neg	NEG	8292	PC 36:2	8.940	830.59198	9087255	109101773	[M+HCOO]-	C44H84NO8P	PC	SNKAWJBJQDLSFF-YEUCEMRANA-N	420	True	True	0.819	0.905	0.885	5.00	1.00	1.891	816.71
VZ0000099_PL_Neg	NEG	8338	PC 40:5	8.988	880.60767	2960754	26529137	[M+HCOO]-	C48H86NO8P	PC	MAAMGQXOTCBPFS-CYDMDVBXNA-N	420	True	True	0.849	0.949	0.920	7.00	1.00	1.922	531.09
VZ0000099_PL_Neg	NEG	8351	SM 66:6;O2|SM 42:4;O2/24:2	8.999	853.64471	1342808	13627432	[M+HCOO]-	C47H89N2O6P	SM	QQHPWMUBRSJWEO-GSUFZUHUNA-N	410	True	True	0.829	0.896	0.920	3.00	2.00	2.549	343.55
VZ0000099_PL_Neg	NEG	8437	PC O-58:7|PC O-38:4_20:3	9.056	840.61279	473647	4811519	[M+HCOO]-	C46H86NO7P	EtherPC	BHXWOKYZVJSVLR-ZMYGKXSHNA-N	410	True	True	0.883	0.982	0.885	4.00	2.00	2.564	57.90
VZ0000099_PL_Neg	NEG	8514	SM 54:0;O2|SM 36:0;O2/18:0	9.125	777.61316	1095198	9996235	[M+HCOO]-	C41H85N2O6P	SM	JCELSEVNSMXGKA-UHFFFAOYNA-N	410	True	True	0.917	0.969	0.920	3.00	2.00	2.584	289.38
VZ0000099_PL_Neg	NEG	8581	PC O-60:9|PC O-38:5_22:4	9.172	838.59686	471107	4710912	[M+HCOO]-	C46H84NO7P	EtherPC	DXWWZGSYACJKKM-LNJNMWSONA-N	410	True	True	0.848	0.938	0.894	5.00	2.00	2.551	155.85
VZ0000099_PL_Neg	NEG	8699	SM 66:6;O2|SM 42:4;O2/24:2	9.328	853.64423	376118	4387777	[M+HCOO]-	C47H89N2O6P	SM	QQHPWMUBRSJWEO-GSUFZUHUNA-N	410	True	True	0.919	0.969	0.920	3.00	2.00	2.585	79.90
VZ0000099_PL_Neg	NEG	8729	PC 38:3	9.350	856.60767	915128	11319724	[M+HCOO]-	C46H86NO8P	PC	KJDCENXZHMAYTN-FPIVKKIXNA-N	420	True	True	0.872	0.959	0.910	8.00	1.00	1.925	151.78
VZ0000099_PL_Neg	NEG	8864	PC O-48:1|PC O-32:1_16:0	9.463	762.56628	1166295	11943597	[M+HCOO]-	C40H80NO7P	EtherPC	BXQUYBIIGCTQFV-VLGSPTGONA-N	410	True	True	0.887	0.968	0.882	5.00	2.00	2.559	182.23
VZ0000099_PL_Neg	NEG	8890	SM 57:1;O2|SM 37:1;O2/20:0	9.497	789.61346	1027505	11189094	[M+HCOO]-	C42H85N2O6P	SM	ICPZABFQVIZEEL-LAPDZXRHNA-N	410	True	True	0.917	0.969	0.919	3.00	2.00	2.583	365.69
VZ0000099_PL_Neg	NEG	8922	PC 35:1	9.523	818.59247	475796	6435156	[M+HCOO]-	C43H84NO8P	PC	SXNXGNVZTLZDHE-XDOYNYLZNA-N	420	True	True	0.889	0.961	0.907	8.00	1.00	1.926	71.75
VZ0000099_PL_Neg	NEG	9074	PC O-60:8|PC O-38:4_22:4	9.601	840.61322	708564	7107785	[M+HCOO]-	C46H86NO7P	EtherPC	QAQLMTPGVRHDLS-SHJNOZFHNA-N	410	True	True	0.868	0.978	0.888	4.00	2.00	2.560	82.48
VZ0000099_PL_Neg	NEG	9101	PC O-62:12|PC O-40:6_22:6	9.635	864.61310	211713	2325481	[M+HCOO]-	C48H86NO7P	EtherPC	QBZALASVZLFAHF-RRHSVIFUNA-N	410	True	True	0.762	0.896	0.876	4.00	2.00	2.515	66.81
VZ0000099_PL_Neg	NEG	9127	PC O-52:3|PC O-34:2_18:1	9.740	788.58197	1627455	19003112	[M+HCOO]-	C42H82NO7P	EtherPC	WDQJCKHLEYAETE-MGXYOJEMNA-N	410	True	True	0.879	0.965	0.886	5.00	2.00	2.559	957.71
VZ0000099_PL_Neg	NEG	9167	PC O-62:9|PC O-40:5_22:4	9.820	866.62866	294123	3636686	[M+HCOO]-	C48H88NO7P	EtherPC	SJVIMEHEZSDCCE-BFAPQNTNNA-N	410	True	True	0.874	0.978	0.888	4.00	2.00	2.562	39.00
VZ0000099_PL_Neg	NEG	9187	PC O-48:0|PC O-32:0_16:0	9.842	764.58154	1370753	13790359	[M+HCOO]-	C40H82NO7P	EtherPC	WOTHHEHCEYHCFE-UHFFFAOYNA-N	410	True	True	0.880	0.975	0.880	4.00	2.00	2.559	166.58
VZ0000099_PL_Neg	NEG	9224	SM 64:4;O2|SM 41:3;O2/23:1	9.891	841.64435	507429	5781902	[M+HCOO]-	C46H89N2O6P	SM	ZETDYSCGGBPEMG-XCDRWYSCNA-N	410	True	True	0.904	0.959	0.932	4.00	2.00	2.585	132.45
VZ0000099_PL_Neg	NEG	9225	PC 40:5	9.891	880.60779	985443	10165050	[M+HCOO]-	C48H86NO8P	PC	MAAMGQXOTCBPFS-CYDMDVBXNA-N	420	True	True	0.916	0.959	0.973	9.00	1.00	1.961	177.82
VZ0000099_PL_Neg	NEG	9280	SM 60:2;O2|SM 39:2;O2/21:0	9.915	815.62848	454497	6041542	[M+HCOO]-	C44H87N2O6P	SM	QXCVFLVJXWFKCC-GHQHJQBONA-N	410	True	True	0.885	0.955	0.920	3.00	2.00	2.574	271.83
VZ0000099_PL_Neg	NEG	9281	PC 35:1	9.915	818.59222	1044646	14399126	[M+HCOO]-	C43H84NO8P	PC	SXNXGNVZTLZDHE-XDOYNYLZNA-N	420	True	True	0.842	0.933	0.910	8.00	1.00	1.912	44.35
VZ0000099_PL_Neg	NEG	9336	PC O-58:9|PC O-38:5_20:4	9.925	838.59711	1470777	14973762	[M+HCOO]-	C46H84NO7P	EtherPC	YPEVVVCDYBKGNI-BXHZXWGDNA-N	410	True	True	0.883	0.973	0.896	5.00	2.00	2.567	514.81
VZ0000099_PL_Neg	NEG	9343	PC 38:3	9.925	856.60773	10142184	103589484	[M+HCOO]-	C46H86NO8P	PC	LLUINWFQEIMZRU-JOIBFBEQNA-N	420	True	True	0.903	0.977	0.910	8.00	1.00	1.935	1247.60
VZ0000099_PL_Neg	NEG	9488	PC O-62:11|PC O-40:6_22:5	10.009	864.61316	193449	2137523	[M+HCOO]-	C48H86NO7P	EtherPC	ZCAILPAGIIBRNC-AVKDVOETNA-N	410	True	True	0.661	0.811	0.870	5.00	2.00	2.472	64.59
VZ0000099_PL_Neg	NEG	9530	PC O-50:1|PC O-34:1_16:0	10.049	790.59741	1869258	28543380	[M+HCOO]-	C42H84NO7P	EtherPC	IQLHTKSHLGLPMG-MRCUWXFGNA-N	410	True	True	0.852	0.954	0.878	4.00	2.00	2.548	390.25
VZ0000099_PL_Neg	NEG	9576	GM3 42:2;O2	10.094	1261.81714	260209	2836226	[M-H]-	C65H118N2O21	GM3	QBXWEYJMDTUZGQ-XUQDTYRNNA-N	420	True	True	0.850	0.912	0.924	3.00	1.00	1.915	86.64
VZ0000099_PL_Neg	NEG	9599	PC 39:4	10.162	868.60822	138821	1465292	[M+HCOO]-	C47H86NO8P	PC	QUWIPEXOTVGONJ-LGUFLKDENA-N	420	True	True	0.878	0.954	0.923	8.00	1.00	1.929	16.27
VZ0000099_PL_Neg	NEG	9603	GM3 40:1;O2	10.162	1235.80151	220516	2607979	[M-H]-	C63H116N2O21	GM3	HQNTUSQZXUHMNT-FCQUAONHNA-N	420	True	True	0.855	0.907	0.924	3.00	1.00	1.914	150.75
VZ0000099_PL_Neg	NEG	9627	PC 38:3	10.234	856.60864	797408	9302295	[M+HCOO]-	C46H86NO8P	PC	LLUINWFQEIMZRU-JOIBFBEQNA-N	420	True	True	0.894	0.971	0.906	8.00	1.00	1.928	95.32
VZ0000099_PL_Neg	NEG	9650	PC O-54:5|PC O-36:3_18:2	10.372	814.59735	665763	7048006	[M+HCOO]-	C44H84NO7P	EtherPC	MFZLAZYUXHHSIA-RWLIYIGXNA-N	410	True	True	0.878	0.965	0.886	5.00	2.00	2.559	348.71
VZ0000099_PL_Neg	NEG	9689	PC O-58:8|PC O-38:4_20:4	10.395	840.61304	2695965	28237869	[M+HCOO]-	C46H86NO7P	EtherPC	PTKWWHCMNOQBSL-WKUHSSGJNA-N	410	True	True	0.868	0.974	0.888	4.00	2.00	2.560	337.94
VZ0000099_PL_Neg	NEG	9777	PC 37:2	10.570	844.60846	287709	3323710	[M+HCOO]-	C45H86NO8P	PC	LOOVXTAPKGYHKO-IUFKAHDJNA-N	420	True	True	0.871	0.952	0.906	7.00	1.00	1.919	22.78
VZ0000099_PL_Neg	NEG	9785	GM3 42:2;O2	10.619	1261.81763	63588	767667	[M-H]-	C65H118N2O21	GM3	QBXWEYJMDTUZGQ-XUQDTYRNNA-N	420	True	True	0.866	0.906	0.925	3.00	1.00	1.916	25.08
VZ0000099_PL_Neg	NEG	9793	PE O-52:3|PE O-34:2_18:1	10.642	700.52972	353057	4384403	[M-H]-	C39H76NO7P	EtherPE	RFPQMVKZNQOUGY-KXYOHKLBNA-N	410	True	True	0.673	0.799	0.684	2.00	2.00	2.391	12.58
VZ0000099_PL_Neg	NEG	9837	PC 40:4	10.757	882.62317	950874	10147692	[M+HCOO]-	C48H88NO8P	PC	WUIUYHXOIXOMHN-SHJNOZFHNA-N	420	True	True	0.903	0.965	0.941	9.00	1.00	1.946	153.59
VZ0000099_PL_Neg	NEG	9883	PC 38:3	10.804	856.60760	405839	4621897	[M+HCOO]-	C46H86NO8P	PC	LLUINWFQEIMZRU-JOIBFBEQNA-N	420	True	True	0.867	0.962	0.906	7.00	1.00	1.922	70.29
VZ0000099_PL_Neg	NEG	9926	PC O-54:4|PC O-36:2_18:2	10.826	816.61267	561543	6415253	[M+HCOO]-	C44H86NO7P	EtherPC	LMGTVCKIUNTOEP-IUFKAHDJNA-N	410	True	True	0.866	0.969	0.881	4.00	2.00	2.556	66.84
VZ0000099_PL_Neg	NEG	9962	SM 64:3;O2|SM 40:2;O2/24:1	10.847	829.64429	5609198	63335196	[M+HCOO]-	C45H89N2O6P	SM	OZXWZOLZFGMHJI-DTCGLEGBNA-N	410	True	True	0.918	0.969	0.920	3.00	2.00	2.584	599.63
VZ0000099_PL_Neg	NEG	10026	SM 60:1;O2|SM 38:1;O2/22:0	10.891	803.62878	10445983	130273448	[M+HCOO]-	C43H87N2O6P	SM	XNBRFUCJENKXCT-JMUUFCRMNA-N	410	True	True	0.936	0.969	0.933	4.00	2.00	2.594	3722.65
VZ0000099_PL_Neg	NEG	10113	PE O-54:4|PE O-36:3_18:1	10.938	726.54468	318483	3948602	[M-H]-	C41H78NO7P	EtherPE	KTJAFMBXBPVGGI-LTEAFHAINA-N	410	True	True	0.759	0.882	0.683	2.00	2.00	2.429	63.78
VZ0000099_PL_Neg	NEG	10146	PC 34:0	10.960	806.59198	1116011	12258429	[M+HCOO]-	C42H84NO8P	PC	PZNPLUBHRSSFHT-UHFFFAOYNA-N	420	True	True	0.899	0.965	0.916	8.00	1.00	1.934	146.13
VZ0000099_PL_Neg	NEG	10212	PC O-58:7|PC O-38:4_20:3	11.134	840.61273	94964	1269723	[M+HCOO]-	C46H86NO7P	EtherPC	BHXWOKYZVJSVLR-ZMYGKXSHNA-N	410	True	True	0.861	0.949	0.888	5.00	2.00	2.553	10.23
VZ0000099_PL_Neg	NEG	10260	AcylGlcADG 44:6; AcylGlcADG 12:0-16:3-16:3; [M-H]-	11.224	913.61865	338028	4392656	[M-H]-	C53H86O12	AcylGlcADG	ZQAUVYGCDUBJBK-IIEKAORQNA-N	430	True	True	0.178	0.377	0.905	1.00	0.33	1.094	47.91
VZ0000099_PL_Neg	NEG	10347	SM 66:4;O2|SM 42:3;O2/24:1	11.267	855.65997	14459646	173808435	[M+HCOO]-	C47H91N2O6P	SM	BLBKGYQIQUVNRP-CLQBYUGCNA-N	410	True	True	0.919	0.969	0.921	3.00	2.00	2.585	5099.88
VZ0000099_PL_Neg	NEG	10423	PE O-54:5|PE O-36:3_18:2	11.323	726.54468	1332945	15017352	[M-H]-	C41H78NO7P	EtherPE	ZFMJJVQJMOVKIB-RQOIEFAZNA-N	410	True	True	0.757	0.893	0.682	2.00	2.00	2.431	264.91
